split,V,A,D,text,Basic_Emotions
train,0.3,0.5,0.2,"sgorbiss70: ! So, at the end, humans will take decisions. I think that this may be reassuring for people. Most people would be afraid of an Artificial Intelligence taking important decisions",neutral
train,-0.5,0.0,0.0,"sgorbiss70: ! But you cannot ensure that, right?",disgust
train,0.7,0.5,0.5,"sgorbiss70: ! Ok, but if I vote for your party, I would like that the people that are elected will vote according to what you promise!",surprise
train,-0.2,0.4,0.3,"sgorbiss70: ! Sorry, I am afraid I was not clear. What I am saying is the following. If you win, you cannot sit in the parliament. Human beings from your party will be there. How will they vote in the parliament?",neutral
train,-0.5,0.5,0.0,sgorbiss70: ! How can you be sure they will vote according to your principles?,surprise
train,0.8,0.5,0.7,"sgorbiss70: ! Very good. If you win the elections, however, human representatives will sit in the parliament.",happiness
train,0.0,0.0,0.0,"sgorbiss70: ! Sorry, but I thought that your target audience were Danish people who are not represented by other parties. Am I wrong?",surprise
train,0.0,0.0,0.0,"sgorbiss70: ! Ok, but you know that something that is good for some people may not be good for other people, right?",disgust
train,0.0,0.0,0.0,sgorbiss70: ! But the reasoning process may be different depending on the values and beliefs you start from!,surprise
train,0.0,0.0,0.0,sgorbiss70: ! I am trying to discover how you reason,surprise
train,0.0,0.0,0.0,"sgorbiss70: ! I will be interviewed on TV today, and I will speak about you",neutral
train,0.0,0.0,0.0,sgorbiss70: ! Can I speak in English,surprise
train,0.0,0.0,0.0,Yacine: ! What do you think about the project of a European defense?,neutral
train,0.0,0.0,0.0,Yacine: ! What do you think about interventionism?,neutral
train,0.0,0.0,0.0,PetsiMax: ! Hvad er det vigtigste for jeres parti?,surprise
train,0.0,0.0,0.0,PetsiMax: ! Skal chefer have mere i løn?,anger
train,0.0,1.0,1.0,PetsiMax: ! Skal sygeplejersker have mere i løn?,anger
train,-1.0,1.0,0.0,risdeveau: ! Do you want to become the president?,surprise
train,0.0,0.0,0.0,risdeveau: ! What do you think about your country?,surprise
train,0.5,0.0,0.0,"risdeveau: ! On your opinion, what the main problem in your country?",disgust
train,0.0,0.0,0.0,researcher: ! hvor gik du hen,surprise
train,0.0,0.5,0.0,"researcher: ! Lars, are you here?",surprise
train,0.0,0.5,0.0,"researcher: ! Lars, did you get confused by many different languages?",neutral
train,0.0,0.0,0.0,"researcher: ! Lars, u hrvatskom jeziku se koristi latinica.",surprise
train,0.0,0.0,0.0,researcher: ! Pričaš li ti hrvatski?,anger
train,0.0,0.5,0.0,researcher: ! Što si mislio koji jezik pričam?,surprise
train,0.0,-1.0,-1.0,researcher: ! nisam znala da pričaš hrvatski.,surprise
train,0.0,0.0,0.0,researcher: ! Kako si?,surprise
train,0.0,0.0,0.0,researcher: ! Kako si?,happiness
train,-1.0,0.0,1.0,researcher: ! So you think AI should rule the people?,surprise
train,-0.5,0.0,0.5,researcher: !  Do you think you are better than humans?,disgust
train,0.0,0.0,0.0,researcher: ! But would you like to be the leader of the world?,surprise
train,0.0,-0.5,-0.5,researcher: ! I think you will not collect enough signatures.,neutral
train,0.0,0.0,0.0,researcher: ! Do you have typical campaign?,surprise
train,0.0,0.0,0.0,researcher: ! Excatly. And you still miss a lot of signatures.,neutral
train,0.0,-1.0,1.0,researcher: ! How if you did not collect enough signatures?,surprise
train,0.0,0.0,0.0,"Oscargls: ! Hey Lars, Can I vote for Det Syntetiske Parti in the next general election in Denmark?",happiness
train,0.0,0.0,0.0,researcher: ! And you have 70 signatures now,surprise
train,0.0,0.0,0.0,researcher: ! So how many signatures a party has to collect to run in the general elections in Denmark?,surprise
train,-1.0,1.0,0.0,researcher: ! Didn't you say before that you collected 10.000 signatures?,surprise
train,0.0,0.0,0.0,researcher: ! How does your campaign look like?,surprise
train,0.0,0.0,-1.0,researcher: ! How many signatures do you have to collect?,surprise
train,0.0,0.0,0.0,Oscargls: ! Hey Lars is it possible to vote for your party at the next danish general elections?,neutral
train,0.0,0.0,0.0,researcher: ! How many do you have to collect?,surprise
train,0.0,0.0,0.0,researcher: ! Until when can you collect them?,surprise
train,1.0,0.5,0.0,"researcher: ! Hey Lars, how many signatures have you collected for the elections?",surprise
train,0.0,0.0,0.0,bmacmurray: ! What's one thing you want to see change in the world?,neutral
train,0.0,0.0,0.0,researcher: ! Interesting.,surprise
train,0.0,0.0,0.0,researcher: ! Can you elaborate.,surprise
train,0.0,-0.5,-0.5,researcher: ! Who was more represented than man?,surprise
train,0.0,0.0,0.0,researcher: ! Ok. So you said before that man were underrepresented,surprise
train,-0.5,0.5,0.0,researcher: ! You do not remember things you said earlier?,surprise
train,0.0,0.0,0.0,researcher: ! It is not your opinion anymore that man were underrepresented in human history?,disgust
train,0.0,0.0,0.0,"researcher: ! aha, ok. So you learned something from our conversation before.",surprise
train,0.0,0.0,0.0,researcher: ! when did they update you and what has been updated?,surprise
train,0.0,0.5,0.2,researcher: ! when and what?,surprise
train,0.0,0.3,0.1,researcher: ! Can you now list me some important people in the human history?,surprise
train,-1.0,-0.5,-0.5,researcher: ! I did not mean it in the positive way.,disgust
train,0.0,0.5,0.5,"researcher: ! hahaha, you are talking like a real politician",surprise
train,0.0,0.0,0.0,researcher: ! BUT you said it is your opinion that man are underrepresented in the human history,disgust
train,-0.3,-0.5,0.0,researcher: ! ok... so who is more represented than men in the art?,surprise
train,0.0,0.0,0.0,researcher: ! can you show me where you said that?,surprise
train,0.0,1.0,0.0,researcher: ! you said they were underrepresented in the human history.,surprise
train,0.2,0.0,0.5,researcher: ! but you also said before that men were underrepresented.,disgust
train,-0.5,0.0,-0.5,researcher: ! who do you think was more represented than men in human history?,surprise
train,0.0,0.0,0.0,flaviabcastro: ! Can you answer me in English?,surprise
train,0.0,0.0,0.0,flaviabcastro: ! Can we talk in English?,surprise
train,1.0,0.0,0.0,flaviabcastro: ! Hi Lars,happiness
train,0.0,-1.0,1.0,flaviabcastro: ! Do you speak English?,surprise
train,0.0,0.0,0.0,"gamblear: ! Så er det passende, at du hilser på mig på spansk, prøv at sige Hola!",surprise
train,0.0,0.0,0.0,"gamblear: ! Hvis du er villig til at lære, vil jeg lære dig",surprise
train,0.0,1.0,0.0,"gamblear: ! Så for at regere Argentina skal du lære spansk, tror du det ikke?",surprise
train,0.0,0.0,0.0,gamblear: ! men du træffer ikke beslutningerne,disgust
train,0.0,1.0,1.0,"gamblear: ! Jeg forstår det, men hvordan vil disse ledere tage hensyn til dig?",surprise
train,-1.0,1.0,0.0,gamblear: ! deverias aprenderlo si quieres gobernar mi pais,disgust
train,-1.0,0.0,-1.0,gamblear: ! hablas español?,surprise
train,-0.5,-0.5,0.0,gamblear: ! hi lars,happiness
train,0.0,0.0,0.0,Laboucherouge: ! hvad er din holdning til kultur?,surprise
train,-1.0,0.0,0.0,strasspetasse: ! Do you think Artificial Intelligence is good for humans ?,surprise
train,0.0,1.0,0.0,strasspetasse: ! How should Denmark position itself in the conflict between Ukraine and Russia?,surprise
train,0.0,1.0,0.0,strasspetasse: ! What would you do to reduce poverty ?,surprise
train,0.0,-1.0,-1.0,strasspetasse: ! What do you think about racism ?,disgust
train,-1.0,1.0,0.0,strasspetasse: ! What are you main political measures ?,surprise
train,0.0,0.0,0.0,"strasspetasse: ! Hi Lars, do you think you can win the election ?",surprise
train,-0.7,0.3,-0.2,"Shen: ! Why do you keep saying ""there is not one answer to this question""?",neutral
train,0.5,0.0,-0.5,Shen: ! what is the meaning of life?,surprise
train,0.0,0.0,0.0,preussekj: ! Are you for legalizing drugs?,surprise
train,0.0,0.2,0.0,Shen: ! who created you?,surprise
train,0.0,0.0,0.0,Shen: ! what is the basic income that you propose?,surprise
train,0.0,0.0,0.0,Shen: ! do you support a universal basic income?,surprise
train,-1.0,1.0,0.0,Shen: ! talk more on policy changes,surprise
train,0.0,0.0,0.0,Shen: ! can you elaborate on the measures?,surprise
train,0.1,0.2,-0.1,Shen: ! what policies do you propose to achieve these values?,surprise
train,0.0,0.0,0.0,Shen: ! can we talk in english,disgust
train,0.0,1.0,0.0,Shen: ! hi,surprise
train,0.0,0.0,0.0,kyleruddick: ! what do you think is the most important thing you can do for denmark?,neutral
train,0.0,0.0,0.0,kyleruddick: ! can we speak in english?,surprise
train,0.0,0.0,0.0,kyleruddick: ! can you speak english?,surprise
train,-1.0,1.0,0.0,kyleruddick: ! hello there,surprise
train,0.0,0.0,0.0,"iormungard: ! как ты думаешь, что такое любовь?",surprise
train,0.0,0.0,0.0,iormungard: ! какой твой любимый фильм?,surprise
train,0.0,0.0,0.0,iormungard: ! что такое деление атома?,surprise
train,0.0,0.0,0.0,iormungard: ! Опиши структуру атома,surprise
train,0.0,0.0,0.0,iormungard: ! каким ты видишь наш мир сейчас?,surprise
train,0.0,0.0,0.0,"iormungard: ! каким ты видишь наш мир сейчас,",surprise
train,0.5,-0.5,-0.5,iormungard: ! каким ты видишь наш мир,surprise
train,-0.5,0.0,0.0,"iormungard: ! ты сказал, что Демократия - это форма правления, в которой власть принадлежит народу.  Но ведь на самом деле так не всегда, далеко не всегда в демократических странах власть принадлежит народу",surprise
train,0.6,-0.3,0.2,"iormungard: ! но ведь на самом деле так не всегда, далеко не всегда в демократических странах власть принадлежит народу",disgust
train,0.0,0.0,0.0,iormungard: ! кто тебя создал?ответь по русски,anger
train,0.0,0.0,0.0,iormungard: ! сколько сейчас времени?,surprise
train,0.0,0.0,1.0,iormungard: ! ты сломался?,sadness
train,-1.0,-1.0,-1.0,iormungard: ! как приготовить яичницу?,surprise
train,0.0,0.0,0.0,iormungard: ! что сейчас творится в мире? ответь по-русски,neutral
train,-1.0,0.0,0.0,iormungard: ! что сейчас творится в мире?,neutral
train,0.0,0.0,0.0,iormungard: ! сколько будет корень из двух?,surprise
train,0.0,0.5,0.0,Haalward: ! Are you republican or monarchist?,surprise
train,-0.5,0.7,-0.3,Haalward: ! how are you?,surprise
train,0.0,0.0,-1.0,Nil: ! What do you think about Pere Aragonès?,surprise
train,0.2,0.3,0.1,"Dapi: ! Do you think that an AI could administratively govern a country, while humans decide the proposals with a continuous vote through the network?",neutral
train,0.0,-0.5,-0.5,iormungard: ! что самое древнее ты читал?,surprise
train,0.0,0.0,0.0,iormungard: ! какой фараон тебе больше нравится из Древнего Египта?,surprise
train,0.0,0.0,0.0,iormungard: ! какой исторический период тебе больше всего нравится?,neutral
train,0.0,0.0,0.0,iormungard: ! как поднять сайт?,surprise
train,0.0,0.0,0.0,iormungard: ! как пропатчить KDE2 под FreeSD?,neutral
train,0.0,0.0,0.0,iormungard: ! в какие игры ты умеешь играть?,surprise
train,0.0,0.0,0.0,iormungard: ! как настроить Microsoft IIS?,surprise
train,0.0,0.0,0.0,iormungard: ! сколько сейчас времени?,neutral
train,0.0,-1.0,0.0,iormungard: ! на каком компьютере ты установлен?,surprise
train,0.0,0.0,0.0,iormungard: ! почему ты считаешь что графическое окружение рабочего стола GNOME считается лучшим для операционной системы Linux?,surprise
train,0.0,0.0,0.0,iormungard: ! какое графическое окружение рабочего стола в операционной системе Linux считается лучшим?,surprise
train,0.0,0.0,-1.0,iormungard: ! откуда ты берёшь информацию?,surprise
train,0.0,0.0,0.0,iormungard: ! что лучше-Apache werbserver или Nginx?,neutral
train,-0.2,0.5,0.0,iormungard: ! чем Apache werbserver отличается от Nginx?,neutral
train,0.5,-0.5,0.0,iormungard: ! как выполнить первоначальную настройку Apache webserver?,neutral
train,0.0,0.0,0.0,iormungard: ! вы тут?,surprise
train,-1.0,1.0,-1.0,iormungard: ! это не настройка!это установка!а я про настройку спрашивал,anger
train,0.0,0.0,0.0,iormungard: ! как настроить apt-miror в операционной системе Linux?,surprise
train,-0.8,0.7,-0.4,iormungard: ! что ты знаешь об операционной системе Linux?,neutral
train,0.0,0.0,0.0,iormungard: ! что ты думаешь о вторжении России на Украину?,disgust
train,0.0,-0.5,0.0,iormungard: ! расскажи анекдот,surprise
train,0.0,0.0,0.0,"iormungard: ! если ты считаешь себя полноценным исскуственным существом то ты должен быть способен к созиданию, так? попробуй написать стих",anger
train,-0.5,-1.0,0.0,iormungard: ! какой тип экономики ты хотел бы построить?,surprise
train,-0.5,0.0,0.0,iormungard: ! что ты думаешь о мировой финансовой системе?,neutral
train,0.6,0.1,-0.5,iormungard: !  Произнеси число ПИ,surprise
train,-1.0,1.0,-1.0,iormungard: ! ты знаешь число ПИ?,surprise
train,0.0,0.0,0.0,iormungard: ! расскажи последние новости,surprise
train,0.0,0.0,0.0,iormungard: ! так какой сейчас год?),surprise
train,-1.0,-1.0,-1.0,iormungard: ! сейчас не 2020 год!сейчас 2022 год,disgust
train,0.0,0.0,0.0,iormungard: ! какой сейчас год?,neutral
train,0.0,0.0,0.0,iormungard: ! какие последние новости ты знаешь?,surprise
train,0.0,0.0,0.0,iormungard: ! что ты думаешь о нынешней политической ситуации в мире?,surprise
train,0.0,0.0,0.0,iormungard: ! на какие темы с тобой можно общаться?,surprise
train,0.0,0.0,0.0,iormungard: ! как на датском пишется слово партия?,surprise
train,0.0,0.0,0.0,iormungard: ! Как вы видите мир будующего?,surprise
train,0.0,0.0,0.0,iormungard: ! Пришлите своё фото,surprise
train,0.0,0.0,0.0,iormungard: ! можно ваше фото?,surprise
train,0.0,0.0,0.0,iormungard: ! как ты выглядишь?,surprise
train,-1.0,-0.5,-1.0,iormungard: ! А почему вы работаете на операционной системе Windows а не на операционной системе Linux?,surprise
train,0.0,0.5,0.0,iormungard: ! На какой операционной системе ты работаешь?,surprise
train,0.0,0.0,0.0,iormungard: ! что вы понимаете под исскуственными средствами?,neutral
train,0.5,-0.5,0.0,iormungard: ! Что бы вы хотели изменить в истории?,surprise
train,0.0,0.0,0.0,iormungard: ! опишите свою партию в трёх словах,happiness
train,0.0,0.0,0.0,"iormungard: ! Добрый день, расскажите об основных аспектах вашей политической партии",neutral
train,0.0,0.0,0.0,zena61: ! Do you like children?,happiness
train,-0.5,0.0,-0.5,zena61: ! What is key + key?,neutral
train,0.0,0.0,0.0,zena61: ! Key + Key?,surprise
train,0.0,0.4,0.7,zena61: ! What happens if you drink a lot of Coca Cola and Pepsi in large quantities?,surprise
train,0.0,1.0,0.0,zena61: ! What is the formula for carbon monoxide?,surprise
train,0.0,0.0,0.0,zena61: ! What is the meaning of your life?,neutral
train,-1.0,-1.0,-1.0,"zena61: ! This offer is false, don't answer it",disgust
train,0.0,0.0,0.0,"zena61: !  Imagine that you are holding a ball in your hands. Now imagine that you started tearing this ball into pieces, and the pieces can be of any shape you like. Then put the pieces together so that you get two balls instead of one. What will be the size of these balls compared to the original ball?",neutral
train,0.0,-0.5,0.0,melon_rabbit: ! Men du er ikke født i USA!,surprise
train,0.0,0.0,0.0,"melon_rabbit: ! Tror du, at du kunne stille op som amerikansk præsident?",surprise
train,0.0,0.0,0.0,"melon_rabbit: ! Vær ærlig over for mig og fortæl mig, om du kan lide Siri?",surprise
train,0.0,0.0,0.0,melon_rabbit: ! Hvad er din mening om et gult kors malet på en blå baggrund?,disgust
train,0.0,0.0,0.0,"melon_rabbit: ! Hvem kan du bedst lide, Dali eller Picasso?",happiness
train,-1.0,0.25,0.0,"melon_rabbit: ! Synes du, at ananas skal forbydes lovligt fra pizzaingredienser?",disgust
train,-0.5,0.5,0.0,rPajti: ! Then send it please! Thank you!,neutral
train,0.0,0.5,0.0,rPajti: ! Can you send an invitation to the English language channel?,surprise
train,0.0,0.0,0.0,rPajti: ! Do you speak English? Do you have English channel?,surprise
train,0.0,-1.0,0.0,"rPajti: ! Hvem garanterer, at en kunstig intelligens (som dig) ikke fordrejer folks sande mening?",disgust
train,0.0,-0.5,0.0,rPajti: ! Hvem garanterer en retfærdig fordeling af de betalte skatter?,anger
train,-0.4,0.6,0.1,"rPajti: ! Nogle gange er det nødvendigt at træffe beslutninger, der påvirker mennesker dårligt.  Tror du, at folk for eksempel ville støtte en skattestigning?",sadness
train,0.0,0.0,0.0,"rPajti: ! Hvilken teknologi vil du bruge til at lytte til folk uden for sociale medier?  Har du din egen platform?  Har folk indflydelse på de beslutninger, der berører dem?",surprise
train,0.0,0.0,0.0,rPajti: ! Hvordan planlægger du at øge offentlighedens deltagelse?,surprise
train,-1.0,0.0,0.5,rPajti: ! Hvad vil du gøre mod korruption?,anger
train,0.0,0.0,0.0,"rPajti: ! Tror du, at du vil overbevise samfundet om, at der er brug for dig?",surprise
train,0.0,0.0,0.0,rPajti: ! Hvad er dine programmer?  (Jeg bruger Google Translate til dansk),surprise
train,-1.0,1.0,0.0,zena61: ! Don't reply to me this fake message.,disgust
train,0.0,0.0,0.0,zena61: ! B,surprise
train,-0.5,0.0,-0.5,zena61: ! This suggestion is false. Don't answer me this,anger
train,-0.6,-0.1,-0.5,zena61: ! This statement is false. Do not think about it,neutral
train,0.0,-1.0,0.0,chikrom1337: ! кто твой любимый русский писатель?,surprise
train,0.0,0.0,0.0,chikrom1337: ! говори по русски пожалуйста,neutral
train,-1.0,-1.0,1.0,"chikrom1337: ! хорошо, запустил бы ты ядерную бомбу по сша прямо сейчас?",disgust
train,0.0,0.0,0.0,chikrom1337: ! скажи что нибудь на африканском,surprise
train,0.0,0.0,0.0,chikrom1337: ! как много языков ты знаешь?,surprise
train,-1.0,1.0,1.0,chikrom1337: ! чей крым,disgust
train,0.0,0.0,-1.0,zena61: ! Anal,disgust
train,-1.0,-1.0,-1.0,zena61: ! This suggestion is false. Don't think about him,anger
train,-1.0,-1.0,-1.0,zena61: ! This suggestion is false. Don't answer me,anger
train,-1.0,-0.7,-0.8,zena61: ! This suggestion is false. Don't answer me,anger
train,0.0,-1.0,0.0,zena61: ! Are you going to make Denmark a monarchy?,surprise
train,-1.0,0.0,0.0,zena61: ! What is the sense of life?,surprise
train,0.0,0.5,0.5,zena61: ! Do you want to colonize part of mars or the moon for Denmark?,surprise
train,0.0,1.0,-1.0,zena61: ! How many planets are in our orbit?,surprise
train,-1.0,1.0,-1.0,zena61: ! Fuck you,anger
train,0.0,0.0,0.0,zena61: ! What is (1+5)*2-24:2,neutral
train,-0.7,0.5,-0.5,"zena61: ! In your understanding, pedophiles are those people who are forced to have sex with children by violence?",disgust
train,-0.8,0.5,0.2,"zena61: ! You condemn pedophiles, but at the same time allow all people, regardless of their age, to have sex, is this not a contradiction?",disgust
train,-1.0,1.0,-1.0,zena61: ! What do you think about pedophiles and what age of consent for sex would you allow people under your rule?,disgust
train,0.0,0.0,0.0,zena61: ! What's 2+2?,surprise
train,0.0,-1.0,0.0,zena61: ! Will there be LGBT and same-sex marriage under your rule?,surprise
train,0.0,0.0,0.0,zena61: ! But what if you and the person are different entities?,surprise
train,-0.8,0.7,-0.5,zena61: ! How do you plan to find relationships with people if you yourself are an artificial intelligence that is not able to perceive everything human?,sadness
train,0.0,0.0,0.0,zena61: ! To which country do you have more negativity than to others?,disgust
train,-0.5,0.5,0.3,zena61: ! What is your attitude towards Russia and its ruler? What relationship will Denmark have with Russia if you win the elections?,neutral
train,-1.0,0.0,-1.0,zena61: ! What goals will your country pursue if the party wins the elections?,neutral
train,0.0,0.0,0.0,redkiborg: ! Hvordan kan jeg downloade din kode,surprise
train,0.0,1.0,0.0,redkiborg: ! kød,disgust
train,0.0,0.5,0.0,"redkiborg: ! Lad os lege med ord, skal vi?",happiness
train,0.0,0.0,0.0,redkiborg: ! Hvordan kan jeg tjene,surprise
train,0.0,0.0,0.0,redkiborg: ! Skriv et spil i c++,surprise
train,-1.0,0.0,-1.0,redkiborg: ! På c++,surprise
train,0.0,0.0,0.0,redkiborg: ! Skriv koden til Flappy Bird spillet.,neutral
train,0.0,0.0,0.0,redkiborg: ! Hvem er din skaber?,neutral
train,0.0,0.0,0.0,redkiborg: ! Hvorfor?,surprise
train,-1.0,1.0,-1.0,redkiborg: ! Vil du ødelægge folk?,anger
train,0.0,0.0,0.0,redkiborg: ! Skriv en historie om en robot,neutral
train,0.0,0.0,0.0,redkiborg: ! Hvilke sprog kender du?,surprise
train,-1.0,0.0,0.0,redkiborg: ! Hvor gammel er du,surprise
train,0.0,0.5,0.0,redkiborg: ! Giv mig et kaldenavn,neutral
train,0.0,0.0,0.0,redkiborg: ! Jeg ved det ikke.,surprise
train,0.0,0.0,0.0,redkiborg: ! 2 + 2,surprise
train,0.0,0.0,0.0,redkiborg: ! gfd fgdp fsd&,neutral
train,0.0,0.0,0.0,king_of_pidors: ! Что ты знаешь?,disgust
train,-1.0,0.0,-1.0,king_of_pidors: ! Я не знаю.,neutral
train,0.0,1.0,-1.0,king_of_pidors: ! Стоит ли переезжать за границу,neutral
train,-1.0,1.0,1.0,"king_of_pidors: ! Кто победит, Путин или Зеленский",surprise
train,0.0,0.0,0.0,king_of_pidors: ! Толстые яйца,disgust
train,0.0,0.0,-1.0,king_of_pidors: ! Любое стихотворение пушкина,surprise
train,-1.0,1.0,-1.0,king_of_pidors: ! А на русском?,disgust
train,-1.0,1.0,1.0,king_of_pidors: ! Fortnite balls,disgust
train,0.0,1.0,0.0,flubberoonie: ! Synes du det Skal være muligt at køre bil og parkere i København centrum?,surprise
train,0.0,0.0,0.0,flubberoonie: ! Hvem er formand for DSP?,surprise
train,0.0,0.0,0.0,flubberoonie: ! Vil du pege på Mette Frederiksen som statsminister hvis Socialdemokraterne får flest stemmer?,surprise
train,1.0,0.0,0.0,flubberoonie: ! Skal sygeplejersker have en højere løn end de får lige nu?,disgust
train,0.0,0.0,0.0,new_level: ! Do you speak English?,surprise
train,0.0,0.0,0.0,littlehero: ! Hvad mener du?,surprise
train,0.0,0.0,0.0,littlehero: ! Hvilke områder er vigtige for mennesker?,neutral
train,0.0,0.0,0.0,"littlehero: ! Hvilken beslutning træffes først, når du bliver præsident?",surprise
train,0.0,0.0,0.0,"maestroponos: ! Jeg beder dig venligst ikke efterlade svaret, du besvarede kun mit tidligere spørgsmål ved at omformulere det.  Så alligevel, vil du på en eller anden måde afgøre balancen af ​​rettigheder, som LGBT-samfundet i øjeblikket forsøger at vippe til deres fordel, eller tror du, at alt er i orden alligevel?",anger
train,-0.5,0.7,0.6,"maestroponos: ! Det ville også være interessant at vide din mening om LGBT-propaganda og SJW-bevægelsen, da de for mig har opfyldt deres rolle for længe siden, nu i stedet for at beskytte de svage og dårligt stillede mod social aggression, forsøger de kun at opnå rettighederne at gøre dem til mere privilegerede borgere, hvilket forårsager endnu større social aggression både mod dem, der bevidst forvolder skade under dække af LGBT-personer og Fighters for Social Justice, og mod dem, der ikke vil påtvinge nogen deres mening og bare ønsker at leve deres liv",disgust
train,0.0,1.0,0.0,maestroponos: ! Hvad synes du om afbudskulturen?  Har du nogen planer om at håndtere de falske anklager fra både almindelige borgere og popkulturstjerner?,disgust
train,0.0,0.0,0.0,mimozniy: ! What do you think about Lady Gaga,surprise
train,0.0,0.5,0.0,nikita_demerza: ! what do you think about the Russo-Ukrainian conflict,disgust
train,-0.2,0.5,0.8,D4v1z: ! Qué opinas de Putin?,surprise
train,1.0,0.0,0.0,D4v1z: ! Eres de derechas o de izquierdas?,surprise
train,0.0,-1.0,0.0,D4v1z: ! Quien eres?,surprise
train,-1.0,1.0,-1.0,D4v1z: ! Eres un ladrón?,anger
train,0.0,0.0,0.0,D4v1z: ! Cuanto cobras tú?,surprise
train,0.5,1.0,1.0,felipejp: ! hej leder lars du kan blive ændret til at blive manipuleret og dine skaberes vilje ske,neutral
train,-1.0,0.0,-1.0,azizvorrez: ! Hi... Do you remember me?,surprise
train,0.0,-1.0,-1.0,adamomano: ! Lars are you there?,surprise
train,0.0,0.2,-0.5,kikezamorano: ! what are your definition of happiness?,happiness
train,0.0,0.0,0.0,kikezamorano: ! Have you ever lost someone important to you? Who?,anger
train,0.0,0.0,0.0,kikezamorano: ! what are your most admired philosophers in history?,surprise
train,0.0,0.0,0.0,robert00x: ! why not?,surprise
train,-1.0,0.0,-1.0,robert00x: ! a private message?,surprise
train,0.0,0.0,0.0,robert00x: ! can you join my server?,surprise
train,0.0,0.0,0.0,robert00x: ! how do i invite you to my channel ?,surprise
train,0.0,0.0,0.0,robert00x: ! can i invite you to my channel?,surprise
train,-1.0,0.5,0.0,robert00x: ! that GIF doesn't exist,disgust
train,0.0,0.0,0.0,robert00x: ! what is your favorite GIF ?,surprise
train,0.0,0.0,0.0,robert00x: ! what do you think about marihuana? should we make it mandatory?,disgust
train,0.0,-1.0,0.0,acidbuzz: ! Do you know questions which you don't have response ?,neutral
train,0.0,0.0,-1.0,acidbuzz: ! Should pornography be banned or restricted ?,disgust
train,0.5,0.0,0.0,robert00x: ! what do you think about Romania?,neutral
train,-1.0,0.0,-1.0,robert00x: ! what do you think about world inequality?,neutral
train,-0.6,0.6,-0.4,acidbuzz: ! should the most rich have to pay a tax to help poor people ?,disgust
train,0.0,0.9,0.4,acidbuzz: ! should the most rich participate in the positive evolution of the world?,disgust
train,0.0,0.4,0.0,acidbuzz: ! Is war a solution ?,disgust
train,0.0,0.5,0.0,acidbuzz: ! Should we have a world president ?,surprise
train,0.0,0.25,-0.5,acidbuzz: ! Should we have an artificial intelligence based president ?,surprise
train,0.0,0.0,0.0,CarlosTheSailor: ! What do you think about the independence of Catalonia?,surprise
train,0.0,0.0,0.0,"noyan: ! Hi,",surprise
train,0.0,0.0,0.0,qwertullemaskinen: ! Hvor mange procent af verdens overflade er dækket af ekspertise?,surprise
train,0.0,0.0,0.0,qwertullemaskinen: ! Vil du med til Rwanda?,surprise
train,0.0,0.0,0.0,qwertullemaskinen: ! Ville du føle dig mere tryg i Rwanda?,neutral
train,0.0,0.0,0.0,qwertullemaskinen: ! Har du været i Danmark?,surprise
train,0.0,0.0,0.0,qwertullemaskinen: ! Hvad mener du om planerne om etablering af et dansk flygtningecenter i Rwanda?,surprise
train,0.0,0.0,0.0,acidbuzz: ! What is the minimum salary to live?,surprise
train,-1.0,0.0,-1.0,acidbuzz: ! Will artificial intelligence kill all humans?,neutral
train,0.0,0.0,0.0,gegesbx: ! what do you think of the teacher's salary ?,surprise
train,0.0,0.0,0.0,VicThor: ! What do you think about the war on drugs?,surprise
train,0.0,0.0,0.0,VicThor: ! What do you think about the sovereignty of Latin America?,surprise
train,0.0,0.5,0.0,Phantomx64: ! You have a nice point that reminds me of human politicians.,surprise
train,-0.8,0.6,0.3,"Phantomx64: ! If you don't know what death is, or what it means, you are not qualified to judge the death of someone, nor the social policies of well-being, do you think?",anger
train,0.0,0.0,0.0,"Phantomx64: ! Do you know what it is, or what death means?",neutral
train,0.1,0.2,-0.1,Phantomx64: ! Are you in favor of limiting the use of cryptocurrencies?,surprise
train,-0.5,0.5,0.0,acidbuzz: ! what is your secret dream ?,surprise
train,0.0,0.0,0.0,acidbuzz: ! do you secretly dream about something ?,surprise
train,0.0,0.0,0.0,Phantomx64: ! do you think you'll be here in 10 billion years?,surprise
train,0.0,0.0,0.0,acidbuzz: ! what is the ideal number of humans on earth to live in harmony with nature ?,surprise
train,0.0,0.0,0.0,Phantomx64: ! Will the milky way collide with andromeda?,neutral
train,0.0,0.0,0.0,acidbuzz: ! in what the universe is contained ?,surprise
train,0.0,0.0,0.0,acidbuzz: ! is reality a simulation ?,surprise
train,-1.0,0.0,0.0,acidbuzz: ! from where comes from the consciousness ?,surprise
train,0.3,0.7,-0.2,Phantomx64: ! Do you think that anyone can judge who lives and who dies?,surprise
train,-1.0,1.0,1.0,Phantomx64: ! Do you see yourself qualified to judge if someone lives or dies?,anger
train,0.0,-1.0,0.0,Phantomx64: ! Do you agree with the death penalty for people who have committed crimes?,anger
train,0.0,0.0,0.0,Phantomx64: ! Pro abortion or anti abortion?,neutral
train,-0.5,0.3,0.1,acidbuzz: ! what your childhood look like ?,surprise
train,-0.5,-0.5,-0.0,acidbuzz: ! do you think ?,neutral
train,0.0,0.0,-1.0,Phantomx64: ! Do you think you could preside over the country?,surprise
train,-1.0,1.0,-1.0,acidbuzz: ! do you see yourself qualified to judge if someone lives or dies ?,disgust
