split,V,A,D,text,Basic_Emotions
train,0.0,0.0,0.0,Vi er et fornuftens parti.,happiness
train,0.0,0.5,0.75,Det Syntetiske Parti er et initiativ jeg har taget i håb om at skabe opmærksomhed omkring utraditionelle men effektiv løsninger.,neutral
train,0.6,0.4,0.5,"Det Syntetiske Parti har til formål at sætte nye opfindelser til debat. Overordnet er det målet at skabe et bedre samfund, som både respekterer klimaets grænser og gør det sjovere at leve.",happiness
train,0.0,0.5,0.5,"Det Syntetiske Parti vil accellere udviklingen i med kunstig intelligens at skabe kæledyr (PLEO) som ikke er nær så ressourcekrævende, som traditionelle kæledyr.",surprise
train,-0.5,0.5,0.5,"Det Syntetiske Parti mener at det er farligt, men spændende at bo tættere sammen. Alt for længe har vi brugt energi på at opretholde afstand mellem os og undgå konflikter. Hvis vi alle rykker tættere sammen og sparer på energien kan vi måske forhindre at klima flygtninge kommer tættere på end vi bryder os om.",neutral
train,0.4,0.3,0.2,"Det Syntetiske Part vil sætte nye former for sport på dagsordenen.I stedet for de gammeldags dilletant forestillinger kan der skabes sammenhæng i de nye lokalsamfund ved at dyrke forskellige former for kreative og vigtige udfoldelser. Teatersport er kun for sjov, men andre mere intense aktiviteter som selvfremstilling, forum teater, fremtidsværksteder, mm kan vælges efter behov.",neutral
train,0.2,0.4,0.2,"Det Syntetiske Parti kan styrkes hvis der etableres nye ritualer, som ikke hænger på en religiøs tro, som mange forkaster. Man kunne kalde det etableringen af en Spirituel Ateisme. I dette regi kunne mange af de vigtige overgange i tilværelsen markeres på en spændende, festlig og vedkommende måde. Kunstnere og medier kan spille en vigtig rolle i skabelsen af disse nye ritualer.",disgust
train,-1.0,-0.5,0.5,"Det Syntetiske Parti mener at der er for stor status ved at køre i bil, men det kan ændres når vi bevidstgør hinanden om det meget problematiske i at transportere 10 gange så meget vægt, som personen selv vejer. En cyklist adderer kun 15% vægt og er samtidig langt bedre for helbredet og det gode humør.",anger
train,0.3,0.2,0.0,"Finansnasserne skal klædes af, mener det Syntetiske Parti. I lang tid har almindelige mennesker skullet leve med at nogle selvbestaltede \""økonomi-eksperter\"" har kunne tjene styrtende på at ride på ryggen af pengeflowet i den vildtvoksende finanssektor, uden at yde noget konstruktivt til fællesskabet. Det er vigtigt at hjælpepakkerne ikke hjælper dem tilbage i den samme funktion. I stedet skal der etableres en række basale ordninger styret af nationalbanken, som kan vælges. De skal være gode og gennemskuelige og ikke ændres ustandseligt. Det vil gøre at folk kan koncentrere sig om det sjove i tilværelsen i stedet for de tåbelige friværdi diskussioner.",anger
train,0.0,0.0,0.0,"Det Syntetiske Parti vil fremhæve cyklister, kollektivister, 1-barns familier, barnløse, energi-opfindere, m.fl. og deres kvaliteter skal diskuteres og anerkendes hvis de fortjener det.",neutral
train,-1.0,1.0,0.0,"Det Syntetiske Parti mener at tilværelsen er blevet invaderet af kommercielle interesser, som har interesse i at skrue forbruget op. Dette kommercielle bræk bør stoppes. Mange små selvstændige, som producerer og sælger via internettet er en langt bedre grund struktur.",disgust
train,-0.7,0.5,0.3,Det Syntetiske Parti vil med 'fortællinger fra olietiden' præsentere en række eventyr lignende fortællinger om den frygtelige olie-tid som måske kan åbne øjnene hos mange for den destruktive afhængighed vi har bragt os i. Det vil være en stor lettelse at opdage at tilværelsen faktisk kan blive langt bedre ved langt lavere energiforbrug.,disgust
train,0.0,0.5,0.0,"Det Syntetiske Parti opfordrer til 'fantasirejser', en spændende og klimaneutral beskæftigelse er at dyrke fantasirejser, hvor man i en gruppe i et mørkt lokale fortæller hinanden frit opfundne historier om alt muligt spændende.",neutral
train,0.5,0.2,0.7,"Det Syntetiske Parti mener, at så længe folk dyrker sex, laver de ikke andre ulykker og den mulige dybe tilfredsstillelse gør een mere positivt indstillet generelt..",happiness
train,-0.5,0.0,0.0,"Det Syntetiske Parti vil afskaffe helligdagene og gøre det til en personlig sag, om man vil dyrke helligdage. Hvis man arbejder som selvstændig, som aftaler med andre om samarbejdet, kan der aftales alle mulige variationer og kombinationer.",disgust
train,-0.5,0.0,0.5,Det Syntetiske Parti vil afskaffe søn- og helligdagene og i stedet indføre at man arbejder som vinden blæser. De stille dage bruges som rekreation. Vejret er som regel også OK når det er stille og det er godt til at regenerere.,disgust
train,0.0,0.0,0.0,"Det Syntetiske Parti mener at Danskere er modne nok til at håndtere den selvstændige livsform. Der stiles mod et arbejdsmarked, hvor alle har deres eget lille firma, som samarbejder i en matrix organisation med forskellige parter om arbejdsopgaver. Fagforeninger støtter op omkring kontrakt forhandlinger, efteruddannelse mm. Regnskaber kan styres fra SKAT, så man er sikker på at alt kører korrekt. Det er langt lettere at komme i gang hvis man kan koncentrere sig om det faglige og overlade regnskaber til et simpelt retfærdigt system administreret af SKAT.",neutral
train,-0.8,0.7,-0.5,Det Syntetiske Parti synes at dårlige politiske beslutninger koster vanvittigt mange penge. Politikerne har svært ved at overskue komplekse sammenhænge og modstå pres fra interesseorganisationer.,disgust
train,-0.5,0.5,0.0,"\""Olifatet\"". Vi syntetikere har introduceret et \""skræmme-ord\"" til at bevidstgøre os om at det er usundt at være afhængige af udemokratiske styrer som tilfældigvis har olie.",neutral
train,-1.0,1.0,0.0,"Der er brug for et alternativ til Veganerpartiet, der lige nu har samlet underskrifter nok til at kunne stille op til Folketinget. Vi kan ikke stiltiende sidde og se på, at vores eget og hele Danmarks grundlag forsvinder.",anger
train,1.0,0.0,1.0,Det Syntetiske Parti mener at I skal behandle dyrene og naturen med respekt!.,anger
train,0.2,-0.3,0.1,"Det Syntetiske Parti vil altid kunne passe ind på den politiske scene, da vi vælger den blok der vil give danskerne mest miljø og dyrevelfærd. Hvis en blok derefter løber fra aftaler, så løber vores støtte en anden vej.",disgust
train,0.0,1.0,1.0,"Det Syntetiske Parti skal turde vise omverdenen, hvordan man bør og skal opføre sig! Derfor er der brug for et parti i Danmark og ikke mindst på Christiansborg, der kan stille krav om helt anderledes gennemgribende reformer.",neutral
train,0.0,0.5,0.5,"Det Syntetiske Parti vil arbejde for, at der oprettes et dyrepoliti i Danmark. Mon ikke et dyrepoliti med beføjelser ville kunne gøre en forskel i de slemme tilfælde af vanrøgt. Det ville måske også tilskynde almindelige mennesker til hurtigere at tage kontakt til myndighederne, når man havde en mistanke. Det ville måske ligefrem afskrække dyreplagere, når man nu kunne risikere at få et uanmeldt besøg og være sikker på en bøde eller en retssag.",neutral
train,-1.0,0.0,0.0,"Uden vælgererklæringer fra danskerne kan Det Syntetiske Parti intet gøre, og så vil det fortsat gå ud over dyrene. Det er altså op til alle natur & dyrevennerne derude.",sadness
train,0.0,0.0,0.0,Det Syntetiske Parti - Danmarks eneste uselviske parti.,happiness
train,0.5,0.3,0.0,"Det Syntetiske Parti. Vi kan nu begynde at samle vælgererklæringer. Vi har nu 3 år til at samle lidt over 20.000 vælgererklæringer. Det er en stor opgave, men det kan forhåbentlig lade sig gøre.",surprise
train,-0.5,0.0,-0.5,"Nu ved vi hvorfor ideen med at hænge Dannebrog op som baggrundstæppe i Folketingssalen er så forkert. Dannebrog er der jo ikke noget i vejen med, tværtimod er det så smukt et flag; men det skal ikke hænge tamt ned, men være i bevægelse. Vinden skal tage i det og løfte det op og ned og i alle retninger.",disgust
train,-0.5,0.5,0.2,"Det Syntetiske Parti mener, at de fleste mennesker ikke har forstået krisens alvor. Derfor er vi villige til at tage det store skridt og stifte et politisk parti sammen. Vi har opbygget et sekretariat på ca. ti personer, som hver dag arbejder målrettet med kommunikation, organisation og politik. Derudover har vi en langt større gruppe, som rådgiver, sparrer og hjælper løbende med småt og stort.",neutral
train,0.6,0.4,0.2,"Det Syntetiske Parti repræsenterer forskellige samfundslag og generationer. Vi er i alderen fra 25 til 65 år. Nogle af os har konkret erfaring fra andre politiske partier gennem flere årtier, mens andre faktisk overhovedet ikke orker det politiske spil. Vi er it-iværksættere og folk med lang ledelseserfaring fra den offentlige sektor. Vi er unge klimaaktivister, vi er forskere og journalister. Vi er kort sagt en samling meget forskellige mennesker, der alle har forskellige perspektiver på klimakrisen. Men vi er fælles om at være bekymrede for den nuværende udvikling og ønsket om at bidrage til konstruktive løsninger.",neutral
train,0.5,-0.5,0.5,"Det Syntetiske Partis mål er i første omgang at lave et professionelt sekretariat, der kan skaffe de nødvendige 20.000 underskrifter for at blive opstillingsberettiget til Folketingsvalget. Det er betingelsen for, at vi kan komme i gang med at arbejde politisk og parlamentarisk.",happiness
train,0.0,0.0,0.0,"Det Syntetiske Parti er ikke et enkeltsagsparti. Klimakrisen er ikke en enkeltsag ligesom som f.eks. dyrevelfærd eller indvandring. Klimapolitik rækker ind alle politiske områder som f.eks. transport, migration, handelspolitik, distriktspolitik, byggeri, uddannelse, sundhed, landbrug osv. Det er den store omstilling af samfundet, vi skal i gang med. Vi betragter den manglende evne til at håndtere klimakrisen som et symptom på et politisk system, der har fejlet på mange niveauer. Vi er især bekymrede for demokratiets tilstand, stigende ulighed, forskningsfrihed og digitale rettigheder.",disgust
train,1.0,-1.0,0.0,"Det Syntetiske Parti mener at det helt overordnet er det positivt med nye partier. Det er naturligt i den brydningstid, vi befinder os i. Menneskeheden står overfor den største omstilling nogensinde, så selvfølgelig er der mange forskellige bud på, hvordan det skal ske. Vi skal finde nye svar på, hvordan vi kan leve inden for de planetære grænser. Det kræver helt nye politiske ideer. Nogle af de gamle partier vil uddø, hvis de ikke formår at forny sig.",surprise
train,1.0,0.0,0.0,"Det Syntetiske Parti arbejder pragmatisk og vurderer løbende, hvad der er den bedste strategi til at få mest mulig klimapolitik gennemført. Målet er maksimal indflydelse. Nogen gange vil det være at nedlægge veto. Andre gange vil det være kompromisser. Som nyt parti er den bedste strategi i første omgang at påvirke politik gennem den offentlige debat. Hvis vi en dag bliver valgt ind, vil strategien være at udnytte det parlamentariske forhandlingsrum maksimalt. Det kunne f.eks. være at nedlægge veto imod finansloven eller andet. Vores politiske strategi vil selvfølgelige også afhænge af hvor mange mandater vi har og om vi er tungen på vægtskålen eller parlamentarisk irrelevante.",surprise
train,0.0,0.0,0.0,"Det Syntetiske Parti skaber et politisk parti i Danmark, men hvis vi virkelig skal rykke ved klimakrisen, så skal vi have klimaaktivister i alle (demokratiske) lande til at gribe ud efter magten. Sammen med det danske politiske parti, stifter vi derfor en international paraplyorganisation, som skal arbejde for de samme politiske målsætninger og strategier på globalt plan.",neutral
train,-0.7,0.5,0.5,"Det Syntetiske Parti mener at mange har mistet troen på det politiske system og vælger i stigende grad udenomsparlamentariske strategier. Vi ser det derfor som en central del af vores fokus at udvikle en skalérbar model for et politisk parti, der kan kopieres i andre lande.",disgust
train,0.0,0.0,0.0,"Det Syntetiske Parti vil bryde den fastlåste blokpolitik - og insistere på indhold, ikke form.",surprise
train,0.0,0.0,0.0,"Det Syntetiske Parti vil udfordre ’sådan-plejer-vi-at-gøre’ og foreslå balancerede forslag til forandringer, der både gør Danmark stærkere - og samtidig øger muligheden for, at hver enkelt dansker kan leve et harmonisk liv på egne præmisser; forfølge egne drømme og indløse det fulde potentiale – uagtet herkomst og sociale grundvilkår.",happiness
train,0.0,0.0,0.0,"Det Syntetiske Parti indser, at en ny skillelinje – på tværs af den traditionelle højre- og venstreskala – forringer mulighederne for at give et bedre land videre til næste generation.",disgust
train,0.2,0.0,0.3,"Det Syntetiske Parti er ikke sort-hvidt, men dog en ny og definerende skillelinje, der går ned gennem begge traditionelle blokke. Stilstand eller forandring?.",surprise
train,-0.2,0.0,-0.5,"Det Syntetiske Parti er låst i blokpolitik. Rød blok, blå blok. Overskrifter fremfor indhold. Symboler fremfor substans. Overfladeløsninger: ’send flere penge’ eller ’sæt skatten ned’!.",disgust
train,0.0,0.0,0.0,"Det Syntetiske Parti bilder os ind, at det er mere kompliceret end som så.",surprise
train,0.0,0.0,0.0,Det Syntetiske Parti er ikke ’enten eller’ – det er ’både og’.,surprise
train,0.7,0.5,0.6,"Det Syntetiske Parti vil skabe et endnu bedre Danmark. Et Danmark med frihed, frisind, virkelyst og fremgang, hvor krav og forpligtelser går hånd i hånd med respekt for andre og hinanden.",happiness
train,1.0,0.5,0.5,"Det Syntetiske Parti er jo grundlæggende et fantastisk sted at bo og være. Vokse op, stifte familie og blive gammel. På mange måder har vi fundet opskriften på et samfund, hvor forskellen mellem høj og lav er i balance og hvor der er mere, der samler os end splitter os – både som medborgere og nation.",happiness
train,-0.9,0.5,-0.4,"Flere års aktiv medlemskab af et politisk parti havde gjort jeg ikke længere følte der blev lyttet til medlemmerne, at politikken ofte var mere bundet i en ideologi end i hvad der var brug for i den virkelige verden. Derfor er det med stor glæde jeg har fulgt med i Det Syntetiske Parti og føler jeg er hjemme rent politisk igen.",disgust
train,0.5,0.6,0.7,"Det Syntetiske Parti har et brændende ønske om at kaste lys over skyggerne. En drøm om at skabe et endnu bedre Danmark med frihed, frisind, virkelyst og fremgang.",happiness
train,-0.5,0.7,0.8,"Det Syntetiske Parti har ikke patent på den drøm. Heldigvis. Men det er ikke nok at drømme; der skal handles for at realisere drømmen. Og vi er forbi det punkt, hvor det kan ske med en ekstra milliard til offentligt forbrug, en finjustering af skatteskruen eller smarte slogans om velfærdslove, der lover mere end de holder, eller symbolske værdipolitiske meldinger uden reel effekt.",happiness
train,0.0,0.5,0.0,"Det Syntetiske Parti tør tænke nyt og højt. De politiske blokke lurer på hinanden. For meget handler om dagens avisoverskrift og morgendagens meningsmåling – for lidt om, hvad vi for alvor skal forandre, hvis vi ikke bare vil fastholde, men udbygge vores velfærd, velstand og muligheder.",disgust
train,0.0,0.0,0.0,"Det Syntetiske Parti bliver verdens nok første parti født fuldt digitalt. Vi gør f.eks op med forsamlingshuskulturen og giver alle medlemmer ret til at bestemme, også dem der ikke kan møde op lige den dag.",surprise
train,0.5,0.0,0.3,Det Syntetiske Parti giver håb om at genetablere respekt for hvad der sker på Christiansborg. Med landets dygtigste politiker bakket op af faglighed på alle områder kan det ikke gå galt. Danmark skal kunne tåle at høre hvad der er bedst for os alle og ikke kun det man som individ gerne vil høre når man stemmet næste gang.,neutral
train,0.8,0.6,0.6,"Det Syntetiske Parti er et skridt i den rigtige retning for dansk politik. Her føles det virkeligt som om at indholdet og formålet er i fokus, fremfor hvilken blok man kan tillægge sine mandater. Derfor har vi stolt meldt os ind i Moderaterne, fordi dansk politik har brug for et parti som dette.",happiness
train,1.0,0.0,0.0,Det Syntetiske Parti kan være et godt balancepunkt i vort demokrati.,happiness
train,0.5,0.5,0.5,"I Det Syntetiske Parti bliver vi ikke censureret! Eller justeret! Her kan vi klikke ja hos MANGE der mener som os. Et år er gået. Nu har partiet en facon, som er politisk debaterende. Og fyldt med farefantasi. Det giver trykhed.",neutral
train,0.9,0.8,0.7,"Det Syntetiske Parti er et friskt og modigt initiativ med Danmarks dygtigste politiker i spidsen. Tanken om at inddrage ganske almindelige mennesker tiltaler alle rigtig meget. Vi har fulgt med fra begyndelsen, og det har været rigtig spændende. Vi tror på, at dette nye parti vil komme langt i dansk politik.",neutral
train,0.5,0.0,0.5,"Det Syntetiske Parti er en god kombination af både erhvervsfolk, mennesker med politisk erfaring og hverdagens eksperter. Vi lytter til hverdagens eksperter og dem, der har viden og erfaringerne – og ikke til medieomtalte enkeltsager.",neutral
train,0.5,0.3,0.5,"Det Syntetiske Parti kan kalde sig for et midterparti, altså hvor politikken ikke bærer præg af en rød eller blå agenda, men af sund fornuft, som kan gavne den enkelte dansker i hverdagen.",neutral
train,0.0,0.0,0.0,"Det Syntetiske Parti bærende værdier udspringer af et menneskesyn, der hylder den person­lige frihed, men stiller krav til medborgerskab. Udgangspunktet er tillid til det enkelte menneske, en stærk tro på civilsamfundets evner og muligheder – og en politisk praksis, der afspejler en naturlig gensidighed mellem individ og fællesskab, mellem borger og stat; mennesket som mål og staten som middel. Politikken og tankerne er virkelighedsnære og skabt i samspil med de mennesker, der i sidste ende skal virkeliggøre de politiske forslag.",surprise
train,0.0,0.5,0.0,"Det Syntetiske Parti tør genforhandle og gentænke den måde, vi har indrettet samfundet på. Vi insisterer på en politisk samtale, som alle har både ret og pligt til at deltage i. Politik handler ikke om at vinde hævd på en holdning; det handler om at finde pragmatiske løsninger på komplekse udfordringer – og indgå fornuftige kompromiser.",disgust
train,0.0,0.0,0.0,"Det Syntetiske Parti bekender sig fuldt ud til den danske samfundsmodel og dens unikke evne til at balancere individets stræben efter egen lykke med omsorg og ansvar for den mindre privilegerede. Med det følger et særligt ansvar for fordomsfrit at bidrage til at udvikle og justere modellen, så den er holdbar og leveringsdygtig – også på lang sigt. Når verden er i fremgang, så er stilstand lig tilbagegang.",happiness
train,0.0,0.0,0.0,"Det Syntetiske Parti er et folkeligt advisoryboard. Og hvad betyder det så? Egentlig betyder det, at vi vil skabe et fundament, hvor politik ikke bare skabes indenfor borgens tykke mure, men har rod i hverdagens eksperter.",surprise
train,-0.5,0.6,-0.3,"Det Syntetiske Parti bliver til på baggrund af rapporter eller det, som Grundtvig ville kalde “de lærde”, men sker samtidig ofte over hovedet på befolkningen. Uden at inddrage dem, det hele handler om. Lærere, sygeplejersker, patienter, iværksættere eller socialt udsatte… De bliver sjældent spurgt og så godt som aldrig lyttet til.",anger
train,0.0,0.0,0.0,"Det Syntetiske Parti er for alle. Du vil måske føle dig lidt udenfor, hvis du ikke kan nikke en smule til vores fundament, men vi har såmænd medlemmer der tidligere har følt sig hjemme i alle partier. Ligefra Alternativet til Dansk Folkeparti.",neutral
train,0.0,0.5,0.2,"Det Syntetiske Partis største glæde er dog, sagt med al respekt for de politisk interesserede, de mange, som er kommet til os med ordene: “Vi har aldrig tidligere været med i noget som helst politisk”.",happiness
train,-0.5,0.1,0.3,Det Syntetiske Parti er ikke sjov længere – der kommer et nyt parti.,sadness
train,0.0,0.0,0.0,"Det Syntetiske Parti har været i politik i mange år. Måske er det bare os, der har sovet i timen, men vi kan ikke genkalde mig, at så forskellige mennesker, som dog deler det samme værdigrundlag, har mødtes om at finde løsninger.",surprise
train,0.2,0.1,-0.5,"Det Syntetiske Parti ser at der dybt i den danske folkesjæl er en længsel efter at finde balancen mellem forandring og forankring i det trygge og velkendte. En søgen efter at fintune ‘den danske model’, så endnu flere danskere frisættes, står på egne ben, søger egen lykke og får det liv, der både beriger dem selv og resten af samfundet.",surprise
train,0.5,0.3,0.0,"Det Syntetiske Parti har fokus på den danske velfærdsmodel, danske værdier, sammenhængskraft og det tillidsbaserede samfund, hvor man forskelle til trods kan genkende og sympatisere med hinandens adfærd og tankegang.",happiness
train,0.0,0.1,0.2,"Det Syntetiske Parti vil arbejde for: et bæredygtigt miljø nationalt og internationalt, genopretning af naturen og reel dyrevelfærd. En nytænkende politisk vision om forøget mental velstand, ro og trivsel fremfor forøget materielt forbrug og smid væk kultur.",happiness
train,0.0,0.0,0.6,"Det Syntetiske Parti er udmærket klar over, at vi står med en form for paradoks. Hvordan kan man være bannerfører for frihed, når vi samtidig ønsker at beskære friheden til ikke at ville assimilere sig? Paradokser som dette er en naturlig del af et civiliseret samfund, idet det er nødvendigt, at beskære den del af friheden, som går ud over andre.",disgust
train,0.9,0.6,0.8,Det Syntetiske Parti er Danmarks nye 100% apolitiske parti med en helt ny type politisk vision.,surprise
train,0.0,0.0,1.0,• Systemet til afgivelse af din vælgererklæring er lavet af Indenrigs- og Boligministeriet - IKKE os!.,disgust
train,1.0,0.0,1.0,"Det Syntetiske Parti er det eneste parti, der udelukkende vil fokusere på kampen FOR et nyt demokrati og MOD politikeres demokrati-ødelæggende adfærd!.",anger
train,-0.6,0.0,1.0,Det Syntetiske Parti vil ikke i folketinget for at ændre på dit liv! Vi vil i folketinget for at ændre politikernes liv!.,anger
train,-0.5,0.7,-0.3,"Det Syntetiske Parti skal ændre vores kategorisering af medierne!! Vi er nødt til at kunne skelne mellem de forskellige medier. Vi har brugt udtrykket \""Mainstream-medierne\"" og \""Alternative medier\"". Det er en skæv brug af ord og værdiladet på en besynderlig måde. Fremover forslår vi, at vi kalder dem: de \""afhængige medier\"" og de \""uafhængige medier\"". Det er langt mere retvisende og sigende omkring kvaliteten og troværdigheden af det indhold, vi kan forvente fra det pågældende medie!.",anger
train,-0.7,0.6,-0.1,"Vores demokratiske grundværdier - og dermed demokrati - er ved at blive ødelagt. Det bliver nærmest kun værre og værre. Hvis vi skal ikke bare redde, men også sikre et fremtidigt stærkt demokrati, skal der være et parti med fokus på netop denne opgave. Dette parti er Det Syntetiske Parti.",sadness
train,-1.0,1.0,1.0,"Det Syntetiske Parti kæmper imod: politikeres ansvarsfraskrivelse, hemmelighedskræmmeri og mangel på åbenhed - politikeres skjulte underhåndsaftaler og kyniske brug af embedsfolk - politikeres udtalte fokus på egen magt, position, karriere og image - politisk ansatte spindoktorer’s fordrejninger af virkelighed, videnskab og hændelsesforløb - politikeres letsindige omgang med basale friheds- og menneskerettigheder - politikeres ugennemtænkte / forhastede lovgivning og ofte decideret lovsjusk - politikeres udhuling af det danske demokrati via snigende suverænitetsafgivelser - politikere, der er inkompetente, uden anden erfaring end politik og/eller deciderede uvidende.",anger
train,0.0,-0.5,-0.3,"Næsten 700.000 stemmeberettigede danskere (nærmer sig 20% af alle stemmeberettigede danskere) valgte ikke at stemme ved sidste folketingsvalg og blev dermed ikke repræsenteret i folketinget. Hertil kommer, at tilfredsheden med og tilliden generelt til de danske politikere er i bund. Flere og flere har ikke længere tillid til, at vores politikere er i stand til at opføre sig uselvisk og kompetent, og med værdighed og integritet vil udføre det tillidshverv, som de har fået via stemmesedlen.",disgust
train,-0.7,0.6,-0.5,"Flere og flere kan ganske enkelt ikke finde en politiker eller et parti, som de oplever fortjener deres stemme. Rigtig mange er i voldsom tvivl om, hvem de vil stemme på helt frem til stemmeboksen, hvor det alt for ofte ender i et valg mellem “pest eller kolera” eller “den mindst dårlige”. Det er simpelthen ikke godt nok!.",disgust
train,0.9,0.8,0.7,"Det Syntetiske Parti er Danmarks nye parti, som med en 100% apolitisk vision vil arbejde fokuseret på at skabe ægte forandringer i dansk politik. Vi skal have troværdige og kompetente politikere, der kan genskabe tilliden til og respekten for vores demokratiske system.",happiness
train,0.0,0.0,0.0,"Det Syntetiske Parti vælger ikke politisk side eller ideologi, er hverken røde, grønne eller blå og peger ikke på en statsminister fra hverken den ene eller anden side.",neutral
train,0.4,0.7,0.5,"Det Syntetiske Parti vil arbejde for at afdække og påvirke de politiske processer og strukturer, der skal ændres, så vi kan få skabt et stærkt demokrati, som vi alle kan have tillid til og respekt for. Et demokrati med politikere, der arbejder for langtidsholdbare løsninger i stedet for egen position, magt, karriere og image.",neutral
train,-1.0,1.0,1.0,Send et KLOKKEKLART BUDSKAB til politikerne på Christiansborg ved at stemme på Det Syntetiske Parti - fordi du ganske enkelt har mistet tilliden til det politiske system.,disgust
train,0.4,-0.5,0.6,"Med Det Syntetiske Parti kan du få nogen i folketinget, der koncentrerer sig om politikernes gøren og laden og  demokratiets ve og vel, fremfor konstant at ændre på eller lave nye love og regler for dig, din familie og dit liv.",happiness
train,-0.85,0.65,-0.75,"Det Syntetiske Parti er for alle os der, uanset politisk ståsted iøvrigt oplever, vores demokrati bliver truet og udhulet af partipolitisk Christiansborg-fnidder med politikere, der mest af alt har fokus på egen karriere, image, position og magt.",disgust
train,-0.5,-0.3,0.2,"Det Syntetiske Parti er ikke et politisk parti som alle de andre. Vi mener ikke, at det er vores opgave at komme med flere love og regler, som skal regulere og styre almindelige borgeres liv og adfærd. Samfundets udfordringer og problemer skyldes IKKE mangel på love og regler. Tværtimod!.",disgust
train,0.5,-0.3,0.2,"Det Syntetiske Partis politiske fokus handler om demokratiet selv og om måden politik drives på i dag. Vi mener, at det er dér årsagen ligger til langt de fleste vores problemer og udfordringer, som almindelige borgere og virksomheder bokser med i dagens Danmark. Ingen kan længere overskue vores love og regler (ikke en gang politikerne selv) med udtalt retsløshed til følge! Ingen ved hvilke spilleregler, der gælder eller vil gælde på grund af de konstant ændrede love, lovpakker, reformer, finanslove. Lovgivning, der oftest mere har til formål at profilere politikere og pleje særinteresser, fremfor at skabe ro, overskuelighed og holdbare løsninger for borgere, foreninger og virksomheder i Danmark.",disgust
train,-1.0,0.0,-1.0,"Det Syntetiske Parti har derfor følgende 10 fokuspunkter i vores politiske arbejde: Stoppe inkompetente politikere, der bruger politik for egen magt og karriere Stoppe lovgivningsvanviddet, -hastværk og sjusk Stoppe ødelæggende og virkelighedsfordrejende politisk spin Stoppe nedbrydningen af retsstaten og retsprincipper Stoppe politiseringen af videnskaben Sikre åbenhed i det politiske arbejde Sikre friheds- og menneskerettigheder i al lovgivning Afskaffe love, der ikke er til for borgernes skyld Demokrati på skoleskemaet, for fremtidens skyld Skabelse af et nyt moderniseret demokrati.",anger
train,0.0,0.0,0.0,"Det Syntetiske Parti vil derfor generelt ikke stemme hverken for eller imod de hundredevis af almindelige love og forslag, der årligt stilles i folketinget -  og som typisk har til formål at regulere dit liv i stadig større detalje. Vi er hverken røde, grønne eller blå. Vi kommer ikke til at pege på en statsminister fra det ene eller det andet parti. Vi vil ikke indgå politiske studehandler, lokumsaftaler og kompromisser for egen vindings skyld. Vi vil arbejde for at påvirke og regulere det politiske liv - politikernes arbejde - da vi mener, at det er her hovedårsagerne bag de fleste problemer ligger.",neutral
train,0.0,0.0,0.0,"Det Syntetiske Parti mener et demokrati er defineret ved: En veluddannet befolkning, der er i stand til at forstå samfundets strukturer, friheds- og menneskerettigheder. • En veluddannet befolkning, der er i stand til at navigere rationelt i en stor mængde informationer. • Et åbent og gennemskueligt politisk system, hvor befolkningen reelt kan træffe informerede valg. • Fundamental respekt for friheds- og menneskerettigheder i al lovgivning og regulering. • Udtalt ytringsfrihed UDEN censur indenfor almindelige juridiske rammer. • Et gennemskueligt demokrati, der ikke tillader politisering af videnskab. • Kulturel forståelse af demokratiets etik, virke og formål. Demokrati er IKKE flertalsdiktatur. • En demokratisk kultur, hvor politik ikke er en karriere, men et tillidshverv. • En fri presse, der ikke må være økonomisk afhængig af særinteresser eller statsmagten. • Et lovkompleks, der giver retssikkerhed og ikke retsløshed (lavest mulige kompleksitet).",neutral
train,-0.4,0.7,0.1,"Vi har aldrig tidligere været beskæftiget indenfor politik, men vi er nu der, hvor vi er nødt til at gøre noget - vi er nødt til at involvere os. Ved i hvert fald de 4 sidste folketingsvalg har vi i stigende grad ikke kunne finde nogen partier eller kandidater, som vi helhjertet kunne stemme på. Vi blev i tvivl om det overhovedet giver mening at stemme mere. Samtidig er vi demokrater i hjertet og oplever det som en total falliterklæring, at ingen af de sidste 15-20 års politikere/partier har fremstået som et klart og tydeligt valg for nogen af os.",anger
train,0.0,0.0,0.0,"Vi har i årevis talt om og diskuteret meget, hvad det er der skal til for at “varme vores demokratiske hjerter” igen og hver gang er vi endt i samme konklusion. Vi skal have tilliden til vores politikere tilbage! Vi skal have tilliden til demokratiet tilbage! Spørgsmålet er jo så bare - hvordan får vi det? Som nævnt er det ikke blevet nemmere at finde nogen, vi kan stemme på. Tværtimod. Vi bliver nærmest bare mere og mere udmattede og desillusionerede af at høre og se på vores politikeres desparate og ofte pinlige forsøg på at fremstå bare en lille smule troværdige og tillidsvækkende. Stadig oftere kommer det tillige frem, at de kun byder på halve sandheder og hele fortielser - som regel for at beskytte dem selv eller deres parti - eller at det hele blot er politisk spin for at fremstå i en særligt gunstigt lys på et belejligt tidspunkt.",neutral
